-1000,4506,67.1267457873536,4427,66.5357047005591
-900,4734,68.8040696470783,4705,68.5930025585701
-800,4982,70.5832841400852,4903,70.0214252925489
-700,5067,71.182863106228,4928,70.199715099137
-600,5121,71.5611626512594,5136,71.6658914686757
-500,5244,72.4154679609267,5275,72.6291952316698
-400,5369,73.2734604068895,5409,73.5459040327876
-350,5356,73.184697854128,5228,72.3049099301009
-300,5432,73.7021030907531,5331,73.0136973450872
-250,5441,73.7631344236401,5279,72.6567271489709
-200,5461,73.8985791473693,5464,73.9188744503053
-150,5406,73.5255057786072,5293,72.7530068107154
-100,5327,72.9863000843309,5274,72.6223106214612
-50,5520,74.2967024840268,5502,74.1754676426108
0,5312,72.8834686331544,5509,74.222638056054
50,5566,74.6056298143779,5393,73.4370478709486
100,5406,73.5255057786072,5535,74.3975806058235
150,5399,73.4778878302854,5398,73.4710827468876
200,5408,73.5391052434009,5432,73.7021030907531
250,5481,74.0337760755184,5251,72.4637840579693
300,5351,73.1505297315064,5308,72.8560224003479
350,5408,73.5391052434009,5321,72.9451848993475
400,5314,72.8971878744304,5311,72.8766080440082
500,5220,72.2495674727538,5336,73.0479294709987
600,5179,71.9652694012883,5053,71.0844568101916
700,5044,71.0211236182588,4937,70.2637886823647
800,4957,70.4059656563277,4940,70.2851335632223
900,4726,68.7459089691888,4668,68.3227634101549
1000,4579,67.6683086828687,4425,66.5206734782504
