-1000,5644,75.1265598839718,5588,74.752926364123
-900,5956,77.175125526299,5964,77.2269383052313
-800,6253,79.0759128938769,6330,79.5612971236644
-700,6474,80.4611707595658,6495,80.5915628338352
-600,6615,81.3326502703558,6500,80.6225774829855
-500,6576,81.0925397308532,6740,82.0975030070952
-400,6809,82.516664983505,6712,81.9267965930562
-350,6706,81.890170350293,6757,82.2009732302483
-300,6721,81.9817052762383,6879,82.9397371589759
-250,6529,80.8022276920631,7068,84.0713982279348
-200,6624,81.3879597975032,6891,83.0120473184465
-150,6418,80.1124210094789,7061,84.0297566341829
-100,6469,80.4300938703916,6918,83.1745153277132
-50,6463,80.3927857459859,7010,83.7257427557379
0,6503,80.6411805469141,6929,83.240615086627
50,6595,81.2096053432105,6884,82.9698740507662
100,6609,81.2957563468106,6894,83.0301150185883
150,6712,81.9267965930562,6973,83.5044908971967
200,6643,81.504601097116,6783,82.3589703675319
250,6715,81.9451035755035,7044,83.9285410334291
300,6648,81.535268442558,6883,82.9638475481942
350,6775,82.3103881657717,6976,83.5224520712844
400,6751,82.1644692065859,6754,82.1827232452174
500,6733,82.0548596976438,6685,81.7618492941543
600,6584,81.1418511004032,6625,81.3941029804985
700,6414,80.0874522007037,6498,80.6101730552664
800,6268,79.1707016515579,6255,79.0885579587844
900,5992,77.4080099214545,6045,77.7495980697007
1000,5647,75.1465235390168,5651,75.1731334986111
